,BUS_1 Load,BUS_2 Load,BUS_3 Load,BUS_4 Load,BUS_5 Load
2040-08-13 6:00,86.2,97.5,0,75,330
2040-08-13 7:00,79.15,45,0,75,330
2040-08-13 8:00,87.3,157.5,150,112.5,420
2040-08-13 9:00,84.6,195,150,112.5,420
2040-08-13 10:00,96.8,367.5,150,112.5,420
2040-08-13 11:00,92.1,45,150,112.5,420
2040-08-13 12:00,98.55,22.5,150,112.5,420
2040-08-13 13:00,91.45,300,150,112.5,420
2040-08-13 14:00,98.4,180,150,112.5,420
2040-08-13 15:00,81.45,367.5,150,112.5,420
2040-08-13 16:00,95.8,82.5,150,112.5,420
2040-08-13 17:00,95.25,315,150,112.5,420
2040-08-13 18:00,76,240,150,75,420
2040-08-13 19:00,87.7,142.5,150,75,420
2040-08-13 20:00,76.6,307.5,150,75,420
2040-08-13 21:00,85.15,262.5,150,75,420
2040-08-13 22:00,97,172.5,150,75,420
2040-08-13 23:00,99.55,307.5,150,75,420
2040-08-14 0:00,99.3,277.5,0,75,330
2040-08-14 1:00,91.65,165,0,75,330
2040-08-14 2:00,94.65,330,0,75,330
2040-08-14 3:00,96.25,135,0,75,330
2040-08-14 4:00,77.5,75,0,75,330
2040-08-14 5:00,93.8,142.5,0,75,330
2040-08-14 6:00,77.9,7.5,0,75,330
2040-08-14 7:00,84.85,210,0,75,330
2040-08-14 8:00,99.05,217.5,150,112.5,420
2040-08-14 9:00,80.4,292.5,150,112.5,420
2040-08-14 10:00,77.25,127.5,150,112.5,420
2040-08-14 11:00,79.05,75,150,112.5,420
2040-08-14 12:00,90.65,345,150,112.5,420
2040-08-14 13:00,95.2,225,150,112.5,420
2040-08-14 14:00,88.75,292.5,150,112.5,420
2040-08-14 15:00,80.85,225,150,112.5,420
2040-08-14 16:00,92.7,247.5,150,112.5,420
2040-08-14 17:00,81.45,165,150,112.5,420
2040-08-14 18:00,75.55,45,150,75,420
2040-08-14 19:00,90.75,37.5,150,75,420
2040-08-14 20:00,75.85,232.5,150,75,420
2040-08-14 21:00,96.25,120,150,75,420
2040-08-14 22:00,85.8,127.5,150,75,420
2040-08-14 23:00,83.5,210,150,75,420
2040-08-15 0:00,78.85,202.5,0,75,330
2040-08-15 1:00,81.75,262.5,0,75,330
2040-08-15 2:00,83.55,270,0,75,330
2040-08-15 3:00,89.6,315,0,75,330
2040-08-15 4:00,75.6,165,0,75,330
2040-08-15 5:00,84.15,315,0,75,330
2040-08-15 6:00,78.6,375,0,75,330
2040-08-15 7:00,81.15,270,0,75,330
2040-08-15 8:00,75.1,375,150,112.5,420
2040-08-15 9:00,98.5,292.5,150,112.5,420
2040-08-15 10:00,78.65,345,150,112.5,420
2040-08-15 11:00,82.9,285,150,112.5,420
2040-08-15 12:00,81.9,90,150,112.5,420
2040-08-15 13:00,77.85,217.5,150,112.5,420
2040-08-15 14:00,87.95,292.5,150,112.5,420
2040-08-15 15:00,84.45,7.5,150,112.5,420
2040-08-15 16:00,87.05,105,150,112.5,420
2040-08-15 17:00,99,82.5,150,112.5,420
2040-08-15 18:00,88.4,345,150,75,420
2040-08-15 19:00,94.4,60,150,75,420
2040-08-15 20:00,75.75,270,150,75,420
2040-08-15 21:00,77.5,142.5,150,75,420
2040-08-15 22:00,90.45,45,150,75,420
2040-08-15 23:00,87.65,37.5,150,75,420
2040-08-16 0:00,85.25,120,0,75,330
2040-08-16 1:00,93.55,60,0,75,330
2040-08-16 2:00,77.55,315,0,75,330
2040-08-16 3:00,94.9,30,0,75,330
2040-08-16 4:00,78.65,322.5,0,75,330
2040-08-16 5:00,78.2,210,0,75,330
2040-08-16 6:00,78.65,45,0,75,330
2040-08-16 7:00,94.35,15,0,75,330
2040-08-16 8:00,76.85,120,150,112.5,420
2040-08-16 9:00,89.5,187.5,150,112.5,420
2040-08-16 10:00,91.6,247.5,150,112.5,420
2040-08-16 11:00,80.05,75,150,112.5,420
2040-08-16 12:00,92.05,180,150,112.5,420
2040-08-16 13:00,85.3,30,150,112.5,420
2040-08-16 14:00,82.85,210,150,112.5,420
2040-08-16 15:00,84.4,195,150,112.5,420
2040-08-16 16:00,76.65,225,150,112.5,420
2040-08-16 17:00,79.75,262.5,150,112.5,420
2040-08-16 18:00,81.6,195,150,75,420
2040-08-16 19:00,82.65,300,150,75,420
2040-08-16 20:00,81.9,172.5,150,75,420
2040-08-16 21:00,99.6,22.5,150,75,420
2040-08-16 22:00,91.75,232.5,150,75,420
2040-08-16 23:00,81.45,345,150,75,420
2040-08-17 0:00,89.5,337.5,0,75,330
2040-08-17 1:00,96.25,232.5,0,75,330
2040-08-17 2:00,97.3,315,0,75,330
2040-08-17 3:00,91.15,247.5,0,75,330
2040-08-17 4:00,79.75,300,0,75,330
2040-08-17 5:00,98.3,367.5,0,75,330
2040-08-17 6:00,81.85,165,0,75,330
2040-08-17 7:00,93.6,135,0,75,330
2040-08-17 8:00,82.15,142.5,150,112.5,420
2040-08-17 9:00,80.75,172.5,150,112.5,420
2040-08-17 10:00,82,217.5,150,112.5,420
2040-08-17 11:00,90.85,255,150,112.5,420
2040-08-17 12:00,98.5,322.5,150,112.5,420
2040-08-17 13:00,88.65,135,150,112.5,420
2040-08-17 14:00,86.45,187.5,150,112.5,420
2040-08-17 15:00,85.95,225,150,112.5,420
2040-08-17 16:00,91.85,45,150,112.5,420
2040-08-17 17:00,77.25,225,150,112.5,420
2040-08-17 18:00,87.35,300,150,75,420
2040-08-17 19:00,75.75,217.5,150,75,420
2040-08-17 20:00,78.05,240,150,75,420
2040-08-17 21:00,88.25,75,150,75,420
2040-08-17 22:00,82.55,292.5,150,75,420
2040-08-17 23:00,87.2,82.5,150,75,420
2040-08-18 0:00,88.35,15,0,75,330
2040-08-18 1:00,91.25,180,0,75,330
2040-08-18 2:00,96,150,0,75,330
2040-08-18 3:00,81.75,120,0,75,330
2040-08-18 4:00,98.25,367.5,0,75,330
2040-08-18 5:00,89.5,45,0,75,330
2040-08-18 6:00,79.05,217.5,0,75,330
2040-08-18 7:00,88,52.5,0,75,330
2040-08-18 8:00,87.15,52.5,150,112.5,420
2040-08-18 9:00,98.6,247.5,150,112.5,420
2040-08-18 10:00,78.8,262.5,150,112.5,420
2040-08-18 11:00,89.9,135,150,112.5,420
2040-08-18 12:00,75.55,75,150,112.5,420
2040-08-18 13:00,85.35,180,150,112.5,420
2040-08-18 14:00,92.05,52.5,150,112.5,420
2040-08-18 15:00,98.9,337.5,150,112.5,420
2040-08-18 16:00,87.35,270,150,112.5,420
2040-08-18 17:00,81.55,37.5,150,112.5,420
2040-08-18 18:00,88.85,45,150,75,420
2040-08-18 19:00,93.25,195,150,75,420
2040-08-18 20:00,80.95,30,150,75,420
2040-08-18 21:00,99,277.5,150,75,420
2040-08-18 22:00,77.5,367.5,150,75,420
2040-08-18 23:00,80.2,75,150,75,420
2040-08-19 0:00,80.95,232.5,0,75,330
2040-08-19 1:00,88.8,15,0,75,330
2040-08-19 2:00,77.55,322.5,0,75,330
2040-08-19 3:00,91.25,60,0,75,330
2040-08-19 4:00,77.85,270,0,75,330
2040-08-19 5:00,99.6,52.5,0,75,330
2040-08-19 6:00,92.65,255,0,75,330
2040-08-19 7:00,88.6,7.5,0,75,330
2040-08-19 8:00,80.25,52.5,150,112.5,420
2040-08-19 9:00,90.2,217.5,150,112.5,420
2040-08-19 10:00,77.85,165,150,112.5,420
2040-08-19 11:00,79.3,292.5,150,112.5,420
2040-08-19 12:00,89.65,225,150,112.5,420
2040-08-19 13:00,99.5,15,150,112.5,420
2040-08-19 14:00,90.8,352.5,150,112.5,420
2040-08-19 15:00,84.95,127.5,150,112.5,420
2040-08-19 16:00,76.1,127.5,150,112.5,420
2040-08-19 17:00,80.75,112.5,150,112.5,420
2040-08-19 18:00,83.85,255,150,75,420
2040-08-19 19:00,88.85,172.5,150,75,420
2040-08-19 20:00,99.05,105,150,75,420
2040-08-19 21:00,86.05,120,150,75,420
2040-08-19 22:00,80.6,315,150,75,420
2040-08-19 23:00,94.65,277.5,150,75,420
2040-08-20 0:00,91.1,360,0,75,330
2040-08-20 1:00,80.8,247.5,0,75,330
2040-08-20 2:00,86.8,105,0,75,330
2040-08-20 3:00,98.05,277.5,0,75,330
2040-08-20 4:00,77.05,15,0,75,330
2040-08-20 5:00,86,337.5,0,75,330
2040-08-20 6:00,92.65,37.5,0,75,330
2040-08-20 7:00,88.15,90,0,75,330
2040-08-20 8:00,75.65,345,150,112.5,420
2040-08-20 9:00,93.1,277.5,150,112.5,420
2040-08-20 10:00,84.95,277.5,150,112.5,420
2040-08-20 11:00,81.6,202.5,150,112.5,420
2040-08-20 12:00,91.65,217.5,150,112.5,420
2040-08-20 13:00,89.55,82.5,150,112.5,420
2040-08-20 14:00,97.65,165,150,112.5,420
2040-08-20 15:00,88.65,195,150,112.5,420
2040-08-20 16:00,89.15,120,150,112.5,420
2040-08-20 17:00,80.4,15,150,112.5,420
2040-08-20 18:00,77.25,165,150,75,420
2040-08-20 19:00,85.4,345,150,75,420
2040-08-20 20:00,99.25,82.5,150,75,420
2040-08-20 21:00,99.05,345,150,75,420
2040-08-20 22:00,96.4,187.5,150,75,420
2040-08-20 23:00,84.35,375,150,75,420
2040-08-21 0:00,94.85,0,0,75,330
2040-08-21 1:00,92.65,255,0,75,330
2040-08-21 2:00,84.6,195,0,75,330
2040-08-21 3:00,79.35,7.5,0,75,330
2040-08-21 4:00,79.65,157.5,0,75,330
2040-08-21 5:00,81.55,202.5,0,75,330
2040-08-21 6:00,98.9,375,0,75,330
2040-08-21 7:00,82.25,7.5,0,75,330
2040-08-21 8:00,85.7,195,150,112.5,420
2040-08-21 9:00,88.9,67.5,150,112.5,420
2040-08-21 10:00,87.55,7.5,150,112.5,420
2040-08-21 11:00,81.6,135,150,112.5,420
2040-08-21 12:00,79.95,330,150,112.5,420
2040-08-21 13:00,84,292.5,150,112.5,420
2040-08-21 14:00,95.3,285,150,112.5,420
2040-08-21 15:00,80.3,270,150,112.5,420
2040-08-21 16:00,79.65,127.5,150,112.5,420
2040-08-21 17:00,96.55,277.5,150,112.5,420
2040-08-21 18:00,75.1,157.5,150,75,420
2040-08-21 19:00,83.1,60,150,75,420
2040-08-21 20:00,98.95,292.5,150,75,420
2040-08-21 21:00,98.9,240,150,75,420
2040-08-21 22:00,84.25,240,150,75,420
2040-08-21 23:00,92.7,270,150,75,420
2040-08-22 0:00,98.2,255,0,75,330
2040-08-22 1:00,79.7,135,0,75,330
2040-08-22 2:00,88.7,75,0,75,330
2040-08-22 3:00,85.4,82.5,0,75,330
2040-08-22 4:00,76.25,90,0,75,330
2040-08-22 5:00,88.3,127.5,0,75,330
2040-08-22 6:00,94.75,262.5,0,75,330
2040-08-22 7:00,78.15,367.5,0,75,330
2040-08-22 8:00,99.5,360,150,112.5,420
2040-08-22 9:00,99.4,307.5,150,112.5,420
2040-08-22 10:00,78.7,285,150,112.5,420
2040-08-22 11:00,95.25,180,150,112.5,420
2040-08-22 12:00,91.55,352.5,150,112.5,420
2040-08-22 13:00,84.65,135,150,112.5,420
2040-08-22 14:00,78.1,45,150,112.5,420
2040-08-22 15:00,93.5,172.5,150,112.5,420
2040-08-22 16:00,82.5,90,150,112.5,420
2040-08-22 17:00,82.1,307.5,150,112.5,420
2040-08-22 18:00,75.15,247.5,150,75,420
2040-08-22 19:00,75.65,67.5,150,75,420
2040-08-22 20:00,87.7,240,150,75,420
2040-08-22 21:00,75.7,322.5,150,75,420
2040-08-22 22:00,77,172.5,150,75,420
2040-08-22 23:00,83.8,307.5,150,75,420
2040-08-23 0:00,92.95,195,0,75,330
2040-08-23 1:00,81.3,262.5,0,75,330
2040-08-23 2:00,76.35,232.5,0,75,330
2040-08-23 3:00,94,322.5,0,75,330
2040-08-23 4:00,88.4,135,0,75,330
2040-08-23 5:00,76.35,285,0,75,330
2040-08-23 6:00,95.9,337.5,0,75,330
2040-08-23 7:00,95.55,67.5,0,75,330
2040-08-23 8:00,96.75,300,150,112.5,420
2040-08-23 9:00,76.5,300,150,112.5,420
2040-08-23 10:00,79,142.5,150,112.5,420
2040-08-23 11:00,78.8,105,150,112.5,420
2040-08-23 12:00,87.85,315,150,112.5,420
2040-08-23 13:00,76.1,37.5,150,112.5,420
2040-08-23 14:00,85.4,247.5,150,112.5,420
2040-08-23 15:00,80.6,232.5,150,112.5,420
2040-08-23 16:00,86.35,352.5,150,112.5,420
2040-08-23 17:00,88.8,45,150,112.5,420
2040-08-23 18:00,90.6,360,150,75,420
2040-08-23 19:00,92.55,345,150,75,420
2040-08-23 20:00,83.25,135,150,75,420
2040-08-23 21:00,79.15,240,150,75,420
2040-08-23 22:00,93.6,135,150,75,420
2040-08-23 23:00,83.15,195,150,75,420
2040-08-24 0:00,75.05,232.5,0,75,330
2040-08-24 1:00,84.7,157.5,0,75,330
2040-08-24 2:00,84.1,247.5,0,75,330
2040-08-24 3:00,83.15,270,0,75,330
2040-08-24 4:00,81.05,15,0,75,330
2040-08-24 5:00,87.85,360,0,75,330
2040-08-24 6:00,92.35,165,0,75,330
2040-08-24 7:00,86.8,15,0,75,330
2040-08-24 8:00,77.45,187.5,150,112.5,420
2040-08-24 9:00,94.45,45,150,112.5,420
2040-08-24 10:00,90.85,247.5,150,112.5,420
2040-08-24 11:00,88.15,127.5,150,112.5,420
2040-08-24 12:00,94.65,67.5,150,112.5,420
2040-08-24 13:00,96.85,337.5,150,112.5,420
2040-08-24 14:00,91.15,255,150,112.5,420
2040-08-24 15:00,90.85,75,150,112.5,420
2040-08-24 16:00,84.95,30,150,112.5,420
2040-08-24 17:00,95.8,45,150,112.5,420
2040-08-24 18:00,99.85,225,150,75,420
2040-08-24 19:00,81.2,112.5,150,75,420
2040-08-24 20:00,87.35,15,150,75,420
2040-08-24 21:00,95.6,75,150,75,420
2040-08-24 22:00,91.15,112.5,150,75,420
2040-08-24 23:00,87,195,150,75,420
2040-08-25 0:00,89.4,345,0,75,330
2040-08-25 1:00,77.1,52.5,0,75,330
2040-08-25 2:00,90.75,360,0,75,330
2040-08-25 3:00,76.3,127.5,0,75,330
2040-08-25 4:00,98.1,187.5,0,75,330
2040-08-25 5:00,76.45,247.5,0,75,330
2040-08-25 6:00,78.2,240,0,75,330
2040-08-25 7:00,97.35,165,0,75,330
2040-08-25 8:00,92.5,352.5,150,112.5,420
2040-08-25 9:00,82.4,0,150,112.5,420
2040-08-25 10:00,90,225,150,112.5,420
2040-08-25 11:00,83.1,307.5,150,112.5,420
2040-08-25 12:00,79.4,180,150,112.5,420
2040-08-25 13:00,89.2,112.5,150,112.5,420
2040-08-25 14:00,94.55,15,150,112.5,420
2040-08-25 15:00,99.85,270,150,112.5,420
2040-08-25 16:00,79,322.5,150,112.5,420
2040-08-25 17:00,80.9,292.5,150,112.5,420
2040-08-25 18:00,82.05,292.5,150,75,420
2040-08-25 19:00,85.05,180,150,75,420
2040-08-25 20:00,76.55,315,150,75,420
2040-08-25 21:00,76.3,60,150,75,420
2040-08-25 22:00,82.75,337.5,150,75,420
2040-08-25 23:00,81.75,367.5,150,75,420
2040-08-26 0:00,98.45,52.5,0,75,330
2040-08-26 1:00,98.55,330,0,75,330
2040-08-26 2:00,84,300,0,75,330
2040-08-26 3:00,87.95,82.5,0,75,330
2040-08-26 4:00,99.1,135,0,75,330
2040-08-26 5:00,98.35,277.5,0,75,330
2040-08-26 6:00,85.05,142.5,0,75,330
2040-08-26 7:00,97.9,300,0,75,330
2040-08-26 8:00,94.2,315,150,112.5,420
2040-08-26 9:00,94.15,322.5,150,112.5,420
2040-08-26 10:00,92.65,45,150,112.5,420
2040-08-26 11:00,83.35,322.5,150,112.5,420
2040-08-26 12:00,89.7,67.5,150,112.5,420
2040-08-26 13:00,88.55,82.5,150,112.5,420
2040-08-26 14:00,94.5,105,150,112.5,420
2040-08-26 15:00,78.65,15,150,112.5,420
2040-08-26 16:00,97.05,112.5,150,112.5,420
2040-08-26 17:00,77.05,75,150,112.5,420
2040-08-26 18:00,79.6,225,150,75,420
2040-08-26 19:00,90.5,292.5,150,75,420
2040-08-26 20:00,76.15,60,150,75,420
2040-08-26 21:00,80.75,337.5,150,75,420
2040-08-26 22:00,95.05,270,150,75,420
2040-08-26 23:00,84.35,217.5,150,75,420
2040-08-27 0:00,97.35,30,0,75,330
2040-08-27 1:00,88.95,247.5,0,75,330
2040-08-27 2:00,90.5,45,0,75,330
2040-08-27 3:00,85.4,52.5,0,75,330
2040-08-27 4:00,76.7,172.5,0,75,330
2040-08-27 5:00,83.95,172.5,0,75,330
2040-08-27 6:00,94.5,285,0,75,330
2040-08-27 7:00,84.25,7.5,0,75,330
2040-08-27 8:00,98.35,82.5,150,112.5,420
2040-08-27 9:00,76.1,277.5,150,112.5,420
2040-08-27 10:00,85.7,45,150,112.5,420
2040-08-27 11:00,96.9,112.5,150,112.5,420
2040-08-27 12:00,92.15,150,150,112.5,420
2040-08-27 13:00,85.95,337.5,150,112.5,420
2040-08-27 14:00,82.7,97.5,150,112.5,420
2040-08-27 15:00,99.65,210,150,112.5,420
2040-08-27 16:00,77.1,82.5,150,112.5,420
2040-08-27 17:00,87,255,150,112.5,420
2040-08-27 18:00,76.3,352.5,150,75,420
2040-08-27 19:00,93.45,52.5,150,75,420
2040-08-27 20:00,99.2,217.5,150,75,420
2040-08-27 21:00,80.5,142.5,150,75,420
2040-08-27 22:00,75.65,225,150,75,420
2040-08-27 23:00,82.15,22.5,150,75,420
2040-08-28 0:00,97.4,112.5,0,75,330
2040-08-28 1:00,78.3,307.5,0,75,330
2040-08-28 2:00,90.6,240,0,75,330
2040-08-28 3:00,83.9,112.5,0,75,330
2040-08-28 4:00,77.85,112.5,0,75,330
2040-08-28 5:00,91.75,352.5,0,75,330
2040-08-28 6:00,76.25,315,0,75,330
2040-08-28 7:00,76.3,330,0,75,330
2040-08-28 8:00,100,360,150,112.5,420
2040-08-28 9:00,99.9,330,150,112.5,420
2040-08-28 10:00,75.9,255,150,112.5,420
2040-08-28 11:00,84.35,315,150,112.5,420
2040-08-28 12:00,78.35,7.5,150,112.5,420
2040-08-28 13:00,75.25,0,150,112.5,420
2040-08-28 14:00,78.4,337.5,150,112.5,420
2040-08-28 15:00,93.05,277.5,150,112.5,420
2040-08-28 16:00,83,202.5,150,112.5,420
2040-08-28 17:00,77.5,150,150,112.5,420
2040-08-28 18:00,93.35,352.5,150,75,420
2040-08-28 19:00,92.35,127.5,150,75,420
2040-08-28 20:00,82.95,37.5,150,75,420
2040-08-28 21:00,78.3,217.5,150,75,420
2040-08-28 22:00,76.5,22.5,150,75,420
2040-08-28 23:00,84.65,232.5,150,75,420
2040-08-29 0:00,85.15,195,0,75,330
2040-08-29 1:00,84.9,187.5,0,75,330
2040-08-29 2:00,84.4,127.5,0,75,330
2040-08-29 3:00,81.9,195,0,75,330
2040-08-29 4:00,87,292.5,0,75,330
2040-08-29 5:00,96.6,180,0,75,330
2040-08-29 6:00,98.1,37.5,0,75,330
2040-08-29 7:00,86.5,135,0,75,330
2040-08-29 8:00,99.5,127.5,150,112.5,420
2040-08-29 9:00,82.45,270,150,112.5,420
2040-08-29 10:00,76.45,240,150,112.5,420
2040-08-29 11:00,82.7,180,150,112.5,420
2040-08-29 12:00,83.1,97.5,150,112.5,420
2040-08-29 13:00,77.9,232.5,150,112.5,420
2040-08-29 14:00,91.4,82.5,150,112.5,420
2040-08-29 15:00,93.2,112.5,150,112.5,420
2040-08-29 16:00,79.4,352.5,150,112.5,420
2040-08-29 17:00,79.55,30,150,112.5,420
2040-08-29 18:00,76.85,330,150,75,420
2040-08-29 19:00,99.35,307.5,150,75,420
2040-08-29 20:00,84.4,120,150,75,420
2040-08-29 21:00,89.15,240,150,75,420
2040-08-29 22:00,75.05,37.5,150,75,420
2040-08-29 23:00,86.2,247.5,150,75,420
2040-08-30 0:00,98.45,262.5,0,75,330
2040-08-30 1:00,96.35,127.5,0,75,330
2040-08-30 2:00,77.85,277.5,0,75,330
2040-08-30 3:00,90.65,67.5,0,75,330
2040-08-30 4:00,80.25,255,0,75,330
2040-08-30 5:00,99.5,232.5,0,75,330
2040-08-30 6:00,92.1,7.5,0,75,330
2040-08-30 7:00,75.7,15,0,75,330
2040-08-30 8:00,86.7,90,150,112.5,420
2040-08-30 9:00,92.9,180,150,112.5,420
2040-08-30 10:00,84.6,172.5,150,112.5,420
2040-08-30 11:00,99.35,82.5,150,112.5,420
2040-08-30 12:00,92.85,330,150,112.5,420
2040-08-30 13:00,78.85,142.5,150,112.5,420
2040-08-30 14:00,83.65,307.5,150,112.5,420
2040-08-30 15:00,85.8,75,150,112.5,420
2040-08-30 16:00,88.35,315,150,112.5,420
2040-08-30 17:00,75.4,97.5,150,112.5,420
2040-08-30 18:00,82.05,150,150,75,420
2040-08-30 19:00,98,150,150,75,420
2040-08-30 20:00,86.25,45,150,75,420
2040-08-30 21:00,88.2,157.5,150,75,420
2040-08-30 22:00,83.55,142.5,150,75,420
2040-08-30 23:00,89.95,375,150,75,420
2040-08-31 0:00,82.9,180,0,75,330
2040-08-31 1:00,89.35,172.5,0,75,330
2040-08-31 2:00,78.85,0,0,75,330
2040-08-31 3:00,89.75,352.5,0,75,330
2040-08-31 4:00,85.2,352.5,0,75,330
2040-08-31 5:00,87.2,262.5,0,75,330
2040-08-31 6:00,89.25,7.5,0,75,330
2040-08-31 7:00,77.7,187.5,0,75,330
2040-08-31 8:00,84.1,375,150,112.5,420
2040-08-31 9:00,83.85,172.5,150,112.5,420
2040-08-31 10:00,80.95,285,150,112.5,420
2040-08-31 11:00,75.85,337.5,150,112.5,420
2040-08-31 12:00,84.6,0,150,112.5,420
2040-08-31 13:00,79.8,255,150,112.5,420
2040-08-31 14:00,100,210,150,112.5,420
2040-08-31 15:00,84.35,150,150,112.5,420
2040-08-31 16:00,98.3,315,150,112.5,420
2040-08-31 17:00,86.25,277.5,150,112.5,420
2040-08-31 18:00,99.4,157.5,150,75,420
2040-08-31 19:00,80.95,7.5,150,75,420
2040-08-31 20:00,82.5,285,150,75,420
2040-08-31 21:00,92.35,187.5,150,75,420
2040-08-31 22:00,97.45,52.5,150,75,420
2040-08-31 23:00,81.25,180,150,75,420
2040-09-01 0:00,99.6,45,0,75,330
2040-09-01 1:00,77.55,22.5,0,75,330
2040-09-01 2:00,94.55,195,0,75,330
2040-09-01 3:00,96.8,322.5,0,75,330
2040-09-01 4:00,93.45,7.5,0,75,330
2040-09-01 5:00,88.75,330,0,75,330
2040-09-01 6:00,86,30,0,75,330
2040-09-01 7:00,87.1,7.5,0,75,330
2040-09-01 8:00,88.3,30,150,112.5,420
2040-09-01 9:00,91.95,195,150,112.5,420
2040-09-01 10:00,75.5,22.5,150,112.5,420
2040-09-01 11:00,92.95,292.5,150,112.5,420
2040-09-01 12:00,76.5,352.5,150,112.5,420
2040-09-01 13:00,75.05,247.5,150,112.5,420
2040-09-01 14:00,89.75,120,150,112.5,420
2040-09-01 15:00,78.1,225,150,112.5,420
2040-09-01 16:00,82.05,307.5,150,112.5,420
2040-09-01 17:00,87.1,247.5,150,112.5,420
2040-09-01 18:00,99.6,262.5,150,75,420
2040-09-01 19:00,91.35,75,150,75,420
2040-09-01 20:00,80.05,285,150,75,420
2040-09-01 21:00,92.35,157.5,150,75,420
2040-09-01 22:00,83.3,292.5,150,75,420
2040-09-01 23:00,96.1,307.5,150,75,420
2040-09-02 0:00,81.35,360,0,75,330
2040-09-02 1:00,94.1,202.5,0,75,330
2040-09-02 2:00,86.6,165,0,75,330
2040-09-02 3:00,92.35,82.5,0,75,330
2040-09-02 4:00,77.6,337.5,0,75,330
2040-09-02 5:00,94.2,127.5,0,75,330
2040-09-02 6:00,82.35,105,0,75,330
2040-09-02 7:00,99.9,202.5,0,75,330
2040-09-02 8:00,81.85,210,150,112.5,420
2040-09-02 9:00,98.9,292.5,150,112.5,420
2040-09-02 10:00,96.6,322.5,150,112.5,420
2040-09-02 11:00,77.05,127.5,150,112.5,420
2040-09-02 12:00,81.4,255,150,112.5,420
2040-09-02 13:00,97.05,240,150,112.5,420
2040-09-02 14:00,76.4,255,150,112.5,420
2040-09-02 15:00,83.95,225,150,112.5,420
2040-09-02 16:00,90.1,270,150,112.5,420
2040-09-02 17:00,79.8,112.5,150,112.5,420
2040-09-02 18:00,95.35,172.5,150,75,420
2040-09-02 19:00,75.8,330,150,75,420
2040-09-02 20:00,83.45,247.5,150,75,420
2040-09-02 21:00,98.15,300,150,75,420
2040-09-02 22:00,96.4,127.5,150,75,420
2040-09-02 23:00,82.4,45,150,75,420
2040-09-03 0:00,83.35,217.5,0,75,330
2040-09-03 1:00,78.15,255,0,75,330
2040-09-03 2:00,98,232.5,0,75,330
2040-09-03 3:00,94.1,150,0,75,330
2040-09-03 4:00,96.7,210,0,75,330
2040-09-03 5:00,98.25,15,0,75,330
2040-09-03 6:00,86.25,210,0,75,330
2040-09-03 7:00,92.1,300,0,75,330
2040-09-03 8:00,83.8,307.5,150,112.5,420
2040-09-03 9:00,96.05,240,150,112.5,420
2040-09-03 10:00,91.25,210,150,112.5,420
2040-09-03 11:00,80.3,45,150,112.5,420
2040-09-03 12:00,79.2,285,150,112.5,420
2040-09-03 13:00,96.5,180,150,112.5,420
2040-09-03 14:00,92.95,180,150,112.5,420
2040-09-03 15:00,78.75,37.5,150,112.5,420
2040-09-03 16:00,82.85,345,150,112.5,420
2040-09-03 17:00,91.85,22.5,150,112.5,420
2040-09-03 18:00,95.45,360,150,75,420
2040-09-03 19:00,85.3,187.5,150,75,420
2040-09-03 20:00,92.35,217.5,150,75,420
2040-09-03 21:00,94.75,187.5,150,75,420
2040-09-03 22:00,86.65,37.5,150,75,420
2040-09-03 23:00,81.5,22.5,150,75,420
2040-09-04 0:00,79.1,90,0,75,330
2040-09-04 1:00,93.35,30,0,75,330
2040-09-04 2:00,96.45,150,0,75,330
2040-09-04 3:00,80.25,262.5,0,75,330
2040-09-04 4:00,95.8,225,0,75,330
2040-09-04 5:00,76.7,240,0,75,330
2040-09-04 6:00,92,330,0,75,330
2040-09-04 7:00,94.6,307.5,0,75,330
2040-09-04 8:00,81.65,270,150,112.5,420
2040-09-04 9:00,83.8,270,150,112.5,420
2040-09-04 10:00,90.25,322.5,150,112.5,420
2040-09-04 11:00,94.55,0,150,112.5,420
2040-09-04 12:00,89,202.5,150,112.5,420
2040-09-04 13:00,78.75,322.5,150,112.5,420
2040-09-04 14:00,95.85,127.5,150,112.5,420
2040-09-04 15:00,88.5,187.5,150,112.5,420
2040-09-04 16:00,80.7,367.5,150,112.5,420
2040-09-04 17:00,95.6,367.5,150,112.5,420
2040-09-04 18:00,84.7,135,150,75,420
2040-09-04 19:00,82.35,232.5,150,75,420
2040-09-04 20:00,89.1,15,150,75,420
2040-09-04 21:00,82.5,262.5,150,75,420
2040-09-04 22:00,94.35,97.5,150,75,420
2040-09-04 23:00,90.5,22.5,150,75,420
2040-09-05 0:00,75.5,67.5,0,75,330
2040-09-05 1:00,77.7,352.5,0,75,330
2040-09-05 2:00,89.1,135,0,75,330
2040-09-05 3:00,94.75,82.5,0,75,330
2040-09-05 4:00,77.25,210,0,75,330
2040-09-05 5:00,80.65,240,0,75,330
2040-09-05 6:00,99.65,82.5,0,75,330
2040-09-05 7:00,86.15,105,0,75,330
2040-09-05 8:00,80.85,232.5,150,112.5,420
2040-09-05 9:00,81.65,300,150,112.5,420
2040-09-05 10:00,95.3,255,150,112.5,420
2040-09-05 11:00,83.05,112.5,150,112.5,420
2040-09-05 12:00,88.2,232.5,150,112.5,420
2040-09-05 13:00,83.65,345,150,112.5,420
2040-09-05 14:00,87.25,367.5,150,112.5,420
2040-09-05 15:00,89.65,15,150,112.5,420
2040-09-05 16:00,99.15,157.5,150,112.5,420
