,BUS_1 Load,BUS_2 Load,BUS_3 Load,BUS_4 Load,BUS_5 Load
2021-07-21 14:00,63.33333333,190,100,75,280
2021-07-21 15:00,61.03333333,60,100,75,280
2021-07-21 16:00,58.46666667,175,100,75,280
2021-07-21 17:00,56.03333333,250,100,75,280
2021-07-21 18:00,65.9,190,100,50,280
2021-07-21 19:00,54.1,120,100,50,280
2021-07-21 20:00,55.2,10,100,50,280
2021-07-21 21:00,58.76666667,250,100,50,280
2021-07-21 22:00,55.63333333,145,100,50,280
2021-07-21 23:00,57.33333333,190,100,50,280
2021-07-22 0:00,59.16666667,15,0,50,220
2021-07-22 1:00,54.6,240,0,50,220
2021-07-22 2:00,54.6,220,0,50,220
2021-07-22 3:00,51.1,150,0,50,220
2021-07-22 4:00,61.26666667,245,0,50,220
2021-07-22 5:00,64.33333333,120,0,50,220
2021-07-22 6:00,59.46666667,130,0,50,220
2021-07-22 7:00,54.96666667,215,0,50,220
2021-07-22 8:00,60.86666667,35,100,75,280
2021-07-22 9:00,54.4,205,100,75,280
2021-07-22 10:00,65.5,5,100,75,280
2021-07-22 11:00,60.76666667,180,100,75,280
2021-07-22 12:00,64.76666667,175,100,75,280
2021-07-22 13:00,62.3,160,100,75,280
2021-07-22 14:00,64.03333333,115,100,75,280
2021-07-22 15:00,50.33333333,90,100,75,280
2021-07-22 16:00,56.26666667,95,100,75,280
2021-07-22 17:00,51.96666667,140,100,75,280
2021-07-22 18:00,50.9,95,100,50,280
2021-07-22 19:00,62.63333333,20,100,50,280
2021-07-22 20:00,66.33333333,165,100,50,280
2021-07-22 21:00,52.1,60,100,50,280
2021-07-22 22:00,52.43333333,55,100,50,280
2021-07-22 23:00,58.3,105,100,50,280
2021-07-23 0:00,60.36666667,210,0,50,220
2021-07-23 1:00,59.86666667,185,0,50,220
2021-07-23 2:00,66.3,130,0,50,220
2021-07-23 3:00,56.06666667,100,0,50,220
2021-07-23 4:00,61.6,65,0,50,220
2021-07-23 5:00,61.03333333,50,0,50,220
2021-07-23 6:00,59.23333333,95,0,50,220
2021-07-23 7:00,62.66666667,140,0,50,220
2021-07-23 8:00,55.46666667,55,100,75,280
2021-07-23 9:00,57.16666667,25,100,75,280
2021-07-23 10:00,62.93333333,20,100,75,280
2021-07-23 11:00,66.63333333,195,100,75,280
2021-07-23 12:00,59.9,130,100,75,280
2021-07-23 13:00,63.2,70,100,75,280
2021-07-23 14:00,50.5,160,100,75,280
2021-07-23 15:00,59.56666667,15,100,75,280
2021-07-23 16:00,63.56666667,215,100,75,280
2021-07-23 17:00,50.73333333,80,100,75,280
2021-07-23 18:00,58.26666667,125,100,50,280
2021-07-23 19:00,58.53333333,225,100,50,280
2021-07-23 20:00,65,5,100,50,280
2021-07-23 21:00,61.96666667,130,100,50,280
2021-07-23 22:00,51.4,20,100,50,280
2021-07-23 23:00,66.3,90,100,50,280
2021-07-24 0:00,62.4,80,0,50,220
2021-07-24 1:00,52.43333333,170,0,50,220
2021-07-24 2:00,56.43333333,5,0,50,220
2021-07-24 3:00,64.46666667,240,0,50,220
2021-07-24 4:00,61.66666667,45,0,50,220
2021-07-24 5:00,51.4,30,0,50,220
2021-07-24 6:00,58.93333333,15,0,50,220
2021-07-24 7:00,52.73333333,50,0,50,220
2021-07-24 8:00,59.1,50,100,75,280
2021-07-24 9:00,56.56666667,185,100,75,280
2021-07-24 10:00,56.26666667,240,100,75,280
2021-07-24 11:00,56.8,50,100,75,280
2021-07-24 12:00,54.33333333,90,100,75,280
2021-07-24 13:00,51.46666667,75,100,75,280
2021-07-24 14:00,64.73333333,25,100,75,280
2021-07-24 15:00,57.4,5,100,75,280
2021-07-24 16:00,60.4,30,100,75,280
2021-07-24 17:00,60.56666667,145,100,75,280
2021-07-24 18:00,52.36666667,105,100,50,280
2021-07-24 19:00,54.66666667,200,100,50,280
2021-07-24 20:00,63.5,120,100,50,280
2021-07-24 21:00,56.86666667,65,100,50,280
2021-07-24 22:00,57.33333333,30,100,50,280
2021-07-24 23:00,55.1,45,100,50,280
2021-07-25 0:00,56.56666667,50,0,50,220
2021-07-25 1:00,52.76666667,175,0,50,220
2021-07-25 2:00,58.23333333,155,0,50,220
2021-07-25 3:00,61.83333333,20,0,50,220
2021-07-25 4:00,52.73333333,10,0,50,220
2021-07-25 5:00,50.73333333,175,0,50,220
2021-07-25 6:00,64.8,150,0,50,220
2021-07-25 7:00,55.5,55,0,50,220
2021-07-25 8:00,60.8,5,100,75,280
2021-07-25 9:00,55.33333333,65,100,75,280
2021-07-25 10:00,51.06666667,195,100,75,280
2021-07-25 11:00,61.13333333,165,100,75,280
2021-07-25 12:00,51.63333333,65,100,75,280
2021-07-25 13:00,62.43333333,145,100,75,280
2021-07-25 14:00,51.36666667,75,100,75,280
2021-07-25 15:00,66.46666667,170,100,75,280
2021-07-25 16:00,53.06666667,35,100,75,280
2021-07-25 17:00,57.43333333,90,100,75,280
2021-07-25 18:00,63.16666667,35,100,50,280
2021-07-25 19:00,52.66666667,215,100,50,280
2021-07-25 20:00,60.76666667,225,100,50,280
2021-07-25 21:00,65.56666667,215,100,50,280
2021-07-25 22:00,55.06666667,115,100,50,280
2021-07-25 23:00,57.56666667,245,100,50,280
2021-07-26 0:00,56.1,110,0,50,220
2021-07-26 1:00,60.3,105,0,50,220
2021-07-26 2:00,50.46666667,185,0,50,220
2021-07-26 3:00,52.86666667,65,0,50,220
2021-07-26 4:00,55.03333333,45,0,50,220
2021-07-26 5:00,53.76666667,135,0,50,220
2021-07-26 6:00,57.26666667,105,0,50,220
2021-07-26 7:00,60.73333333,160,0,50,220
2021-07-26 8:00,55.13333333,20,100,75,280
2021-07-26 9:00,65.23333333,150,100,75,280
2021-07-26 10:00,63.86666667,85,100,75,280
2021-07-26 11:00,51.26666667,250,100,75,280
2021-07-26 12:00,60.83333333,125,100,75,280
2021-07-26 13:00,60.7,90,100,75,280
2021-07-26 14:00,52.3,205,100,75,280
2021-07-26 15:00,64.8,155,100,75,280
2021-07-26 16:00,62.43333333,165,100,75,280
2021-07-26 17:00,59,195,100,75,280
2021-07-26 18:00,64.6,70,100,50,280
2021-07-26 19:00,52.43333333,35,100,50,280
2021-07-26 20:00,56.66666667,30,100,50,280
2021-07-26 21:00,61.73333333,215,100,50,280
2021-07-26 22:00,59.3,195,100,50,280
2021-07-26 23:00,57.66666667,205,100,50,280
2021-07-27 0:00,64.83333333,10,0,50,220
2021-07-27 1:00,58.76666667,215,0,50,220
2021-07-27 2:00,54.33333333,190,0,50,220
2021-07-27 3:00,63.46666667,235,0,50,220
2021-07-27 4:00,57.06666667,65,0,50,220
2021-07-27 5:00,60.03333333,115,0,50,220
2021-07-27 6:00,65.76666667,165,0,50,220
2021-07-27 7:00,59.96666667,110,0,50,220
2021-07-27 8:00,56.76666667,65,100,75,280
2021-07-27 9:00,64.63333333,230,100,75,280
2021-07-27 10:00,55.1,215,100,75,280
2021-07-27 11:00,59.93333333,130,100,75,280
2021-07-27 12:00,61.76666667,85,100,75,280
2021-07-27 13:00,66.36666667,145,100,75,280
2021-07-27 14:00,60.06666667,165,100,75,280
2021-07-27 15:00,55.16666667,230,100,75,280
2021-07-27 16:00,53.76666667,115,100,75,280
2021-07-27 17:00,58.06666667,65,100,75,280
2021-07-27 18:00,58.8,100,100,50,280
2021-07-27 19:00,55,70,100,50,280
2021-07-27 20:00,55.56666667,145,100,50,280
2021-07-27 21:00,54.63333333,125,100,50,280
2021-07-27 22:00,64.16666667,165,100,50,280
2021-07-27 23:00,56.76666667,235,100,50,280
2021-07-28 0:00,58.23333333,175,0,50,220
2021-07-28 1:00,52.43333333,205,0,50,220
2021-07-28 2:00,62.33333333,5,0,50,220
2021-07-28 3:00,64.7,210,0,50,220
2021-07-28 4:00,55.7,225,0,50,220
2021-07-28 5:00,64.86666667,165,0,50,220
2021-07-28 6:00,50.53333333,85,0,50,220
2021-07-28 7:00,61.26666667,75,0,50,220
2021-07-28 8:00,57.06666667,225,100,75,280
2021-07-28 9:00,54.76666667,150,100,75,280
2021-07-28 10:00,64.9,10,100,75,280
2021-07-28 11:00,57.13333333,225,100,75,280
2021-07-28 12:00,58.23333333,165,100,75,280
2021-07-28 13:00,56.56666667,200,100,75,280
2021-07-28 14:00,62.16666667,40,100,75,280
2021-07-28 15:00,54.5,195,100,75,280
2021-07-28 16:00,52.96666667,235,100,75,280
2021-07-28 17:00,52.56666667,180,100,75,280
2021-07-28 18:00,57.43333333,155,100,50,280
2021-07-28 19:00,60.33333333,50,100,50,280
2021-07-28 20:00,58.16666667,90,100,50,280
2021-07-28 21:00,55.36666667,185,100,50,280
2021-07-28 22:00,55.3,220,100,50,280
2021-07-28 23:00,60.93333333,55,100,50,280
2021-07-29 0:00,59.7,215,0,50,220
2021-07-29 1:00,54.4,235,0,50,220
2021-07-29 2:00,65.33333333,5,0,50,220
2021-07-29 3:00,63.66666667,125,0,50,220
2021-07-29 4:00,55.03333333,25,0,50,220
2021-07-29 5:00,58.63333333,10,0,50,220
2021-07-29 6:00,57.03333333,60,0,50,220
2021-07-29 7:00,62.66666667,115,0,50,220
2021-07-29 8:00,54.36666667,180,100,75,280
2021-07-29 9:00,60,190,100,75,280
2021-07-29 10:00,62.73333333,80,100,75,280
2021-07-29 11:00,54.8,185,100,75,280
2021-07-29 12:00,64.43333333,15,100,75,280
2021-07-29 13:00,51.96666667,95,100,75,280
2021-07-29 14:00,66.16666667,20,100,75,280
2021-07-29 15:00,54.13333333,10,100,75,280
2021-07-29 16:00,64.03333333,165,100,75,280
2021-07-29 17:00,66.26666667,45,100,75,280
2021-07-29 18:00,58.23333333,195,100,50,280
2021-07-29 19:00,65.36666667,120,100,50,280
2021-07-29 20:00,54.16666667,160,100,50,280
2021-07-29 21:00,62.1,200,100,50,280
2021-07-29 22:00,61,80,100,50,280
2021-07-29 23:00,53.46666667,165,100,50,280
2021-07-30 0:00,52.03333333,220,0,50,220
2021-07-30 1:00,54.96666667,55,0,50,220
2021-07-30 2:00,53.03333333,75,0,50,220
2021-07-30 3:00,54.6,240,0,50,220
2021-07-30 4:00,54.16666667,70,0,50,220
2021-07-30 5:00,56.4,125,0,50,220
2021-07-30 6:00,66.03333333,15,0,50,220
2021-07-30 7:00,50.03333333,190,0,50,220
2021-07-30 8:00,64.8,125,100,75,280
2021-07-30 9:00,59.16666667,50,100,75,280
2021-07-30 10:00,59.5,45,100,75,280
2021-07-30 11:00,50.63333333,130,100,75,280
2021-07-30 12:00,64.7,140,100,75,280
2021-07-30 13:00,65.86666667,90,100,75,280
2021-07-30 14:00,58.6,60,100,75,280
2021-07-30 15:00,65,95,100,75,280
2021-07-30 16:00,57.16666667,180,100,75,280
2021-07-30 17:00,62.5,65,100,75,280
2021-07-30 18:00,52.13333333,225,100,50,280
2021-07-30 19:00,53.46666667,75,100,50,280
2021-07-30 20:00,64.56666667,100,100,50,280
2021-07-30 21:00,64.8,160,100,50,280
2021-07-30 22:00,59.4,225,100,50,280
2021-07-30 23:00,54.63333333,95,100,50,280
2021-07-31 0:00,55.33333333,160,0,50,220
2021-07-31 1:00,59.93333333,185,0,50,220
2021-07-31 2:00,64.36666667,75,0,50,220
2021-07-31 3:00,59.6,205,0,50,220
2021-07-31 4:00,66.23333333,210,0,50,220
2021-07-31 5:00,64.63333333,245,0,50,220
2021-07-31 6:00,51.6,240,0,50,220
2021-07-31 7:00,62.46666667,75,0,50,220
2021-07-31 8:00,56.03333333,100,100,75,280
2021-07-31 9:00,64.6,0,100,75,280
2021-07-31 10:00,60.96666667,165,100,75,280
2021-07-31 11:00,52.26666667,95,100,75,280
2021-07-31 12:00,56.43333333,155,100,75,280
2021-07-31 13:00,52.36666667,205,100,75,280
2021-07-31 14:00,65.16666667,240,100,75,280
2021-07-31 15:00,64.23333333,240,100,75,280
2021-07-31 16:00,58.46666667,235,100,75,280
2021-07-31 17:00,64.03333333,45,100,75,280
2021-07-31 18:00,52.4,95,100,50,280
2021-07-31 19:00,50.76666667,215,100,50,280
2021-07-31 20:00,55.76666667,10,100,50,280
2021-07-31 21:00,57.4,200,100,50,280
2021-07-31 22:00,56.03333333,185,100,50,280
2021-07-31 23:00,65.3,125,100,50,280
2021-08-01 0:00,56.7,60,0,50,220
2021-08-01 1:00,64.2,40,0,50,220
2021-08-01 2:00,62.13333333,190,0,50,220
2021-08-01 3:00,61.9,185,0,50,220
2021-08-01 4:00,53.36666667,130,0,50,220
2021-08-01 5:00,58.7,65,0,50,220
2021-08-01 6:00,56.13333333,235,0,50,220
2021-08-01 7:00,61.1,135,0,50,220
2021-08-01 8:00,58.86666667,85,100,75,280
2021-08-01 9:00,50.73333333,125,100,75,280
2021-08-01 10:00,52.93333333,120,100,75,280
2021-08-01 11:00,60.23333333,5,100,75,280
2021-08-01 12:00,66.53333333,120,100,75,280
2021-08-01 13:00,60.16666667,10,100,75,280
2021-08-01 14:00,51.4,135,100,75,280
2021-08-01 15:00,52.33333333,155,100,75,280
2021-08-01 16:00,65.36666667,190,100,75,280
2021-08-01 17:00,58.26666667,140,100,75,280
2021-08-01 18:00,59.46666667,165,100,50,280
2021-08-01 19:00,52.9,170,100,50,280
2021-08-01 20:00,51.6,230,100,50,280
2021-08-01 21:00,58.6,245,100,50,280
2021-08-01 22:00,61.23333333,105,100,50,280
2021-08-01 23:00,50.5,55,100,50,280
2021-08-02 0:00,58.36666667,195,0,50,220
2021-08-02 1:00,64.06666667,165,0,50,220
2021-08-02 2:00,63.16666667,190,0,50,220
2021-08-02 3:00,54.66666667,10,0,50,220
2021-08-02 4:00,52.83333333,135,0,50,220
2021-08-02 5:00,58.16666667,200,0,50,220
2021-08-02 6:00,65.5,5,0,50,220
2021-08-02 7:00,59.96666667,15,0,50,220
2021-08-02 8:00,51.53333333,95,100,75,280
2021-08-02 9:00,50.26666667,85,100,75,280
2021-08-02 10:00,61.66666667,20,100,75,280
2021-08-02 11:00,65.1,130,100,75,280
2021-08-02 12:00,53.53333333,155,100,75,280
2021-08-02 13:00,55.33333333,190,100,75,280
2021-08-02 14:00,58.8,130,100,75,280
2021-08-02 15:00,64.96666667,145,100,75,280
2021-08-02 16:00,62.53333333,190,100,75,280
2021-08-02 17:00,50.86666667,0,100,75,280
2021-08-02 18:00,61.26666667,165,100,50,280
2021-08-02 19:00,51.13333333,55,100,50,280
2021-08-02 20:00,52.9,55,100,50,280
2021-08-02 21:00,62.13333333,20,100,50,280
2021-08-02 22:00,65.43333333,180,100,50,280
2021-08-02 23:00,62.2,35,100,50,280
2021-08-03 0:00,59.53333333,155,0,50,220
2021-08-03 1:00,58.06666667,80,0,50,220
2021-08-03 2:00,57.73333333,130,0,50,220
2021-08-03 3:00,57.1,195,0,50,220
2021-08-03 4:00,54.66666667,25,0,50,220
2021-08-03 5:00,52.23333333,75,0,50,220
2021-08-03 6:00,63.4,60,0,50,220
2021-08-03 7:00,54.46666667,155,0,50,220
2021-08-03 8:00,66.4,230,100,75,280
2021-08-03 9:00,58.43333333,175,100,75,280
2021-08-03 10:00,52.4,0,100,75,280
2021-08-03 11:00,57.86666667,170,100,75,280
2021-08-03 12:00,63.1,115,100,75,280
2021-08-03 13:00,53.23333333,65,100,75,280
2021-08-03 14:00,65.4,160,100,75,280
2021-08-03 15:00,50.9,100,100,75,280
2021-08-03 16:00,59.86666667,85,100,75,280
2021-08-03 17:00,50.46666667,150,100,75,280
2021-08-03 18:00,64.16666667,75,100,50,280
2021-08-03 19:00,65.23333333,105,100,50,280
2021-08-03 20:00,62.06666667,210,100,50,280
2021-08-03 21:00,56,25,100,50,280
2021-08-03 22:00,62.13333333,85,100,50,280
2021-08-03 23:00,50.8,180,100,50,280
2021-08-04 0:00,62.76666667,110,0,50,220
2021-08-04 1:00,58.56666667,20,0,50,220
2021-08-04 2:00,50.76666667,240,0,50,220
2021-08-04 3:00,65.96666667,105,0,50,220
2021-08-04 4:00,56.66666667,195,0,50,220
2021-08-04 5:00,51.76666667,105,0,50,220
2021-08-04 6:00,50.26666667,15,0,50,220
2021-08-04 7:00,61,170,0,50,220
2021-08-04 8:00,66.6,85,100,75,280
2021-08-04 9:00,59.76666667,200,100,75,280
2021-08-04 10:00,57.53333333,105,100,75,280
2021-08-04 11:00,59.06666667,230,100,75,280
2021-08-04 12:00,60.43333333,205,100,75,280
2021-08-04 13:00,57.93333333,185,100,75,280
2021-08-04 14:00,57.16666667,10,100,75,280
2021-08-04 15:00,51.46666667,50,100,75,280
2021-08-04 16:00,54.03333333,25,100,75,280
2021-08-04 17:00,51.96666667,100,100,75,280
2021-08-04 18:00,61.3,235,100,50,280
2021-08-04 19:00,64.93333333,35,100,50,280
2021-08-04 20:00,65.33333333,170,100,50,280
2021-08-04 21:00,59.5,140,100,50,280
2021-08-04 22:00,59.86666667,195,100,50,280
2021-08-04 23:00,63.83333333,100,100,50,280
2021-08-05 0:00,55.9,170,0,50,220
2021-08-05 1:00,66.2,180,0,50,220
2021-08-05 2:00,58.86666667,190,0,50,220
2021-08-05 3:00,59.26666667,5,0,50,220
2021-08-05 4:00,59.46666667,5,0,50,220
2021-08-05 5:00,65.16666667,215,0,50,220
2021-08-05 6:00,64.33333333,50,0,50,220
2021-08-05 7:00,61.93333333,35,0,50,220
2021-08-05 8:00,62.23333333,220,100,75,280
2021-08-05 9:00,63.4,110,100,75,280
2021-08-05 10:00,59.76666667,150,100,75,280
2021-08-05 11:00,51.66666667,35,100,75,280
2021-08-05 12:00,53.43333333,95,100,75,280
2021-08-05 13:00,61.63333333,150,100,75,280
2021-08-05 14:00,64.36666667,145,100,75,280
2021-08-05 15:00,53.26666667,205,100,75,280
2021-08-05 16:00,66.03333333,230,100,75,280
2021-08-05 17:00,57.7,55,100,75,280
2021-08-05 18:00,63.2,0,100,50,280
2021-08-05 19:00,65.76666667,70,100,50,280
2021-08-05 20:00,55.23333333,180,100,50,280
2021-08-05 21:00,61.76666667,175,100,50,280
2021-08-05 22:00,59.2,10,100,50,280
2021-08-05 23:00,57.86666667,170,100,50,280
2021-08-06 0:00,50.6,165,0,50,220
2021-08-06 1:00,53.1,75,0,50,220
2021-08-06 2:00,64.4,70,0,50,220
2021-08-06 3:00,58.6,105,0,50,220
2021-08-06 4:00,62.63333333,60,0,50,220
2021-08-06 5:00,51.8,105,0,50,220
2021-08-06 6:00,61.43333333,240,0,50,220
2021-08-06 7:00,55.46666667,250,0,50,220
2021-08-06 8:00,57.96666667,100,100,75,280
2021-08-06 9:00,53.06666667,95,100,75,280
2021-08-06 10:00,58.3,145,100,75,280
2021-08-06 11:00,57.63333333,50,100,75,280
2021-08-06 12:00,63.5,185,100,75,280
2021-08-06 13:00,60.7,55,100,75,280
2021-08-06 14:00,55.46666667,85,100,75,280
2021-08-06 15:00,51.26666667,245,100,75,280
2021-08-06 16:00,61.36666667,70,100,75,280
2021-08-06 17:00,61.93333333,205,100,75,280
2021-08-06 18:00,53.66666667,245,100,50,280
2021-08-06 19:00,53.23333333,80,100,50,280
2021-08-06 20:00,56.46666667,65,100,50,280
2021-08-06 21:00,58.76666667,205,100,50,280
2021-08-06 22:00,56.2,160,100,50,280
2021-08-06 23:00,54.76666667,240,100,50,280
2021-08-07 0:00,66.43333333,210,0,50,220
2021-08-07 1:00,60.36666667,130,0,50,220
2021-08-07 2:00,60.23333333,20,0,50,220
2021-08-07 3:00,51.36666667,120,0,50,220
2021-08-07 4:00,66.5,205,0,50,220
2021-08-07 5:00,58.46666667,60,0,50,220
2021-08-07 6:00,59.1,40,0,50,220
2021-08-07 7:00,65.86666667,180,0,50,220
2021-08-07 8:00,64.63333333,165,100,75,280
2021-08-07 9:00,50.73333333,85,100,75,280
2021-08-07 10:00,61.5,105,100,75,280
2021-08-07 11:00,57.9,135,100,75,280
2021-08-07 12:00,63.4,225,100,75,280
2021-08-07 13:00,54.46666667,120,100,75,280
2021-08-07 14:00,57,220,100,75,280
2021-08-07 15:00,56.8,135,100,75,280
2021-08-07 16:00,65.56666667,180,100,75,280
2021-08-07 17:00,60.5,130,100,75,280
2021-08-07 18:00,57.2,85,100,50,280
2021-08-07 19:00,50.33333333,35,100,50,280
2021-08-07 20:00,59.83333333,45,100,50,280
2021-08-07 21:00,66.1,100,100,50,280
2021-08-07 22:00,56.16666667,150,100,50,280
2021-08-07 23:00,64.4,120,100,50,280
2021-08-08 0:00,51.66666667,110,0,50,220
2021-08-08 1:00,51.26666667,70,0,50,220
2021-08-08 2:00,65.3,10,0,50,220
2021-08-08 3:00,61.53333333,105,0,50,220
2021-08-08 4:00,64.96666667,175,0,50,220
2021-08-08 5:00,63.7,115,0,50,220
2021-08-08 6:00,60.63333333,85,0,50,220
2021-08-08 7:00,51.73333333,140,0,50,220
2021-08-08 8:00,65,230,100,75,280
2021-08-08 9:00,50.16666667,75,100,75,280
2021-08-08 10:00,52.2,245,100,75,280
2021-08-08 11:00,60.4,120,100,75,280
2021-08-08 12:00,63.86666667,30,100,75,280
2021-08-08 13:00,55.2,115,100,75,280
2021-08-08 14:00,51.03333333,235,100,75,280
2021-08-08 15:00,55.6,125,100,75,280
2021-08-08 16:00,64.7,80,100,75,280
2021-08-08 17:00,58.06666667,130,100,75,280
2021-08-08 18:00,56.13333333,20,100,50,280
2021-08-08 19:00,53.9,220,100,50,280
2021-08-08 20:00,62.73333333,235,100,50,280
2021-08-08 21:00,57.06666667,135,100,50,280
2021-08-08 22:00,66.43333333,140,100,50,280
2021-08-08 23:00,58.26666667,55,100,50,280
2021-08-09 0:00,52.66666667,60,0,50,220
2021-08-09 1:00,51.13333333,20,0,50,220
2021-08-09 2:00,62.5,40,0,50,220
2021-08-09 3:00,53.83333333,30,0,50,220
2021-08-09 4:00,50.7,70,0,50,220
2021-08-09 5:00,58.33333333,215,0,50,220
2021-08-09 6:00,57.83333333,140,0,50,220
2021-08-09 7:00,63.1,235,0,50,220
2021-08-09 8:00,57.63333333,70,100,75,280
2021-08-09 9:00,53.13333333,170,100,75,280
2021-08-09 10:00,50.76666667,110,100,75,280
2021-08-09 11:00,63.4,215,100,75,280
2021-08-09 12:00,61.36666667,220,100,75,280
2021-08-09 13:00,52.4,125,100,75,280
2021-08-09 14:00,53.26666667,85,100,75,280
2021-08-09 15:00,60.1,160,100,75,280
2021-08-09 16:00,65.26666667,155,100,75,280
2021-08-09 17:00,58.16666667,165,100,75,280
2021-08-09 18:00,61.06666667,15,100,50,280
2021-08-09 19:00,63.83333333,25,100,50,280
2021-08-09 20:00,61.83333333,200,100,50,280
2021-08-09 21:00,51.3,125,100,50,280
2021-08-09 22:00,54.5,105,100,50,280
2021-08-09 23:00,59.76666667,80,100,50,280
2021-08-10 0:00,62.1,5,0,50,220
2021-08-10 1:00,60.23333333,80,0,50,220
2021-08-10 2:00,64.4,215,0,50,220
2021-08-10 3:00,59.33333333,35,0,50,220
2021-08-10 4:00,55.96666667,225,0,50,220
2021-08-10 5:00,52.76666667,210,0,50,220
2021-08-10 6:00,66.46666667,175,0,50,220
2021-08-10 7:00,62.96666667,195,0,50,220
2021-08-10 8:00,53.73333333,190,100,75,280
2021-08-10 9:00,54.2,85,100,75,280
2021-08-10 10:00,61.1,145,100,75,280
2021-08-10 11:00,57.43333333,55,100,75,280
2021-08-10 12:00,56.6,105,100,75,280
2021-08-10 13:00,53.63333333,25,100,75,280
2021-08-10 14:00,52.26666667,115,100,75,280
2021-08-10 15:00,56.06666667,25,100,75,280
2021-08-10 16:00,63.06666667,70,100,75,280
2021-08-10 17:00,65.8,50,100,75,280
2021-08-10 18:00,61,235,100,50,280
2021-08-10 19:00,54.33333333,55,100,50,280
2021-08-10 20:00,54.9,125,100,50,280
2021-08-10 21:00,61.33333333,200,100,50,280
2021-08-10 22:00,60.76666667,200,100,50,280
2021-08-10 23:00,60.23333333,215,100,50,280
2021-08-11 0:00,57.13333333,190,0,50,220
2021-08-11 1:00,52.26666667,65,0,50,220
2021-08-11 2:00,66.56666667,105,0,50,220
2021-08-11 3:00,62.5,195,0,50,220
2021-08-11 4:00,66.5,240,0,50,220
2021-08-11 5:00,57.56666667,70,0,50,220
2021-08-11 6:00,55.73333333,100,0,50,220
2021-08-11 7:00,54.4,5,0,50,220
2021-08-11 8:00,63.2,205,100,75,280
2021-08-11 9:00,55.6,165,100,75,280
2021-08-11 10:00,53.53333333,115,100,75,280
2021-08-11 11:00,50.2,175,100,75,280
2021-08-11 12:00,55.23333333,170,100,75,280
2021-08-11 13:00,56.7,180,100,75,280
2021-08-11 14:00,60.46666667,245,100,75,280
2021-08-11 15:00,63.1,5,100,75,280
2021-08-11 16:00,51.96666667,245,100,75,280
2021-08-11 17:00,50.63333333,110,100,75,280
2021-08-11 18:00,65.76666667,25,100,50,280
2021-08-11 19:00,59.63333333,85,100,50,280
2021-08-11 20:00,65.56666667,200,100,50,280
2021-08-11 21:00,56.46666667,240,100,50,280
2021-08-11 22:00,55.96666667,100,100,50,280
2021-08-11 23:00,52.36666667,120,100,50,280
2021-08-12 0:00,52.86666667,145,0,50,220
2021-08-12 1:00,53.66666667,220,0,50,220
2021-08-12 2:00,52.43333333,240,0,50,220
2021-08-12 3:00,55,125,0,50,220
2021-08-12 4:00,59.3,40,0,50,220
2021-08-12 5:00,55.53333333,85,0,50,220
2021-08-12 6:00,57.1,105,0,50,220
2021-08-12 7:00,52.53333333,145,0,50,220
2021-08-12 8:00,54.16666667,215,100,75,280
2021-08-12 9:00,61.46666667,235,100,75,280
2021-08-12 10:00,53.63333333,115,100,75,280
2021-08-12 11:00,53.4,195,100,75,280
2021-08-12 12:00,54.23333333,145,100,75,280
2021-08-12 13:00,63,15,100,75,280
2021-08-12 14:00,60.73333333,225,100,75,280
2021-08-12 15:00,51.76666667,165,100,75,280
2021-08-12 16:00,63.13333333,215,100,75,280
2021-08-12 17:00,56.2,160,100,75,280
2021-08-12 18:00,61.63333333,105,100,50,280
2021-08-12 19:00,55.86666667,90,100,50,280
2021-08-12 20:00,60.53333333,140,100,50,280
2021-08-12 21:00,55.6,190,100,50,280
2021-08-12 22:00,56.76666667,55,100,50,280
2021-08-12 23:00,57.46666667,210,100,50,280
2021-08-13 0:00,57.16666667,215,0,50,220
2021-08-13 1:00,61.66666667,115,0,50,220
2021-08-13 2:00,60.93333333,70,0,50,220
2021-08-13 3:00,57.86666667,5,0,50,220
2021-08-13 4:00,53.5,215,0,50,220
2021-08-13 5:00,57.46666667,25,0,50,220
2021-08-13 6:00,54.13333333,155,0,50,220
2021-08-13 7:00,66.43333333,70,0,50,220
2021-08-13 8:00,55.2,195,100,75,280
2021-08-13 9:00,64.96666667,170,100,75,280
2021-08-13 10:00,58.4,205,100,75,280
2021-08-13 11:00,51.5,40,100,75,280
2021-08-13 12:00,60.4,75,100,75,280
2021-08-13 13:00,58.06666667,140,100,75,280
2021-08-13 14:00,64.46666667,170,100,75,280
2021-08-13 15:00,53.53333333,120,100,75,280
2021-08-13 16:00,54.53333333,165,100,75,280
2021-08-13 17:00,59.7,75,100,75,280
2021-08-13 18:00,53.63333333,205,100,50,280
2021-08-13 19:00,60.86666667,155,100,50,280
2021-08-13 20:00,64.7,195,100,50,280
2021-08-13 21:00,51.5,160,100,50,280
2021-08-13 22:00,63.8,185,100,50,280
2021-08-13 23:00,66.03333333,100,100,50,280
2021-08-14 0:00,52.73333333,125,0,50,220
2021-08-14 1:00,50.33333333,140,0,50,220
2021-08-14 2:00,55.16666667,160,0,50,220
2021-08-14 3:00,56.83333333,135,0,50,220
2021-08-14 4:00,55.93333333,10,0,50,220
2021-08-14 5:00,65.26666667,200,0,50,220
2021-08-14 6:00,52.16666667,210,0,50,220
2021-08-14 7:00,55.46666667,50,0,50,220
2021-08-14 8:00,52.46666667,210,100,75,280
2021-08-14 9:00,54.4,5,100,75,280
2021-08-14 10:00,52.96666667,135,100,75,280
